,examine,id,members,lowalch,limit,value,highalch,icon,name
3325,Two doses of fishy super Strength potion.,11485,True,66.0,2000.0,165,99.0,Super str. mix(2).png,Super str. mix(2)
3326,1 dose of super Strength potion.,161,True,44.0,2000.0,110,66.0,Super strength(1).png,Super strength(1)
3327,2 doses of super Strength potion.,159,True,66.0,2000.0,165,99.0,Super strength(2).png,Super strength(2)
3328,3 doses of super Strength potion.,157,True,88.0,2000.0,220,132.0,Super strength(3).png,Super strength(3)
3329,4 doses of super Strength potion.,2440,True,110.0,2000.0,275,165.0,Super strength(4).png,Super strength(4)
3330,1 dose of super antipoison potion.,185,True,57.0,2000.0,144,86.0,Superantipoison(1).png,Superantipoison(1)
3331,2 doses of super antipoison potion.,183,True,86.0,2000.0,216,129.0,Superantipoison(2).png,Superantipoison(2)
3332,3 doses of super antipoison potion.,181,True,115.0,2000.0,288,172.0,Superantipoison(3).png,Superantipoison(3)
3333,4 doses of super antipoison potion.,2448,True,144.0,2000.0,360,216.0,Superantipoison(4).png,Superantipoison(4)
3334,One dose of fishy super Attack potion.,11471,True,36.0,2000.0,90,54.0,Superattack mix(1).png,Superattack mix(1)
3335,Two doses of fishy super Attack potion.,11469,True,54.0,2000.0,135,81.0,Superattack mix(2).png,Superattack mix(2)
3336,Super-good for the smallest or largest of plants.,6034,True,34.0,2000.0,85,51.0,Supercompost.png,Supercompost
3337,There's something unnatural about these bones.,22124,True,64.0,7500.0,160,96.0,Superior dragon bones.png,Superior dragon bones
3338,A very slimy and generally disgusting green lizard.,10149,True,20.0,125.0,50,30.0,Swamp lizard.png,Swamp lizard
3339,A tar-like substance mixed with flour and warmed.,1941,True,12.0,13000.0,30,18.0,Swamp paste.png,Swamp paste
3340,A foul smelling thick tar-like substance.,1939,True,1.0,13000.0,1,1.0,Swamp tar.png,Swamp tar
3341,A slippery little blighter.,2150,True,1.0,13000.0,2,1.0,Swamp toad (item).png,Swamp toad (item)
3342,Swamp weed found in the caves near Dorgesh-Kaan.,10978,True,1.0,13000.0,2,1.0,Swamp weed.png,Swamp weed
3343,Keeps my chest protected.,25389,True,1.0,,1,1.0,Swampbark body.png,Swampbark body
3344,Great foot protection.,25395,True,1.0,,1,1.0,Swampbark boots.png,Swampbark boots
3345,These should protect my hands.,25392,True,4000.0,,10000,6000.0,Swampbark gauntlets.png,Swampbark gauntlets
3346,A rather interesting smelling helmet.,25398,True,1.0,,1,1.0,Swampbark helm.png,Swampbark helm
3347,Strong leg protection.,25401,True,1.0,,1,1.0,Swampbark legs.png,Swampbark legs
3348,Raw sweetcorn.,5986,True,3.0,11000.0,9,5.0,Sweetcorn.png,Sweetcorn
3349,A bowl of cooked sweetcorn.,7088,True,5.0,13000.0,13,7.0,Sweetcorn (bowl).png,Sweetcorn (bowl)
3350,A sweetcorn seed - plant in an allotment.,5320,True,3.0,600.0,8,4.0,Sweetcorn seed 5.png,Sweetcorn seed
3351,A dull blade that moves at incredible speed.,24219,False,1.0,,1,1.0,Swift blade.png,Swift blade
3352,I'd better be careful eating this!,373,False,32.0,6000.0,80,48.0,Swordfish.png,Swordfish
3353,Teleports you to Tai bwo wannai.,12409,True,4.0,10000.0,10,6.0,Tai bwo wannai teleport.png,Tai bwo wannai teleport
3354,You can plant this in your garden.,8449,True,40000.0,10000.0,100000,60000.0,Tall box hedge (bagged).png,Tall box hedge (bagged)
3355,You can plant this in your garden.,8447,True,20000.0,10000.0,50000,30000.0,Tall fancy hedge (bagged).png,Tall fancy hedge (bagged)
3356,All for one and one for all!,2639,True,80.0,4.0,200,120.0,Tan cavalier.png,Tan cavalier
3357,It actually smells quite good.,2187,True,1.0,6000.0,2,1.0,Tangled toad's legs.png,Tangled toad's legs
3358,Maybe you could use a chisel to fletch this into a blowpipe.,12922,True,44000.0,5.0,110000,66000.0,Tanzanite fang.png,Tanzanite fang
3359,A teleport to your Bounty Hunter target.,24336,True,1.0,,1,1.0,Target teleport.png,Target teleport
3360,Unlocks the level 85 Target Teleport spell.,12846,True,12000.0,5.0,30000,18000.0,Target teleport scroll.png,Target teleport scroll
3361,A useful herb.,253,True,4.0,13000.0,11,6.0,Tarromin.png,Tarromin
3362,I need another ingredient to finish this Tarromin potion.,95,True,4.0,10000.0,11,6.0,Tarromin potion (unf).png,Tarromin potion (unf)
3363,A tarromin seed - plant in a herb patch.,5293,True,1.0,600.0,3,1.0,Tarromin seed 5.png,Tarromin seed
3364,"A thick, foul-smelling, tar-like substance with a red tinge.",10144,True,1.0,7000.0,1,1.0,Tarromin tar.png,Tarromin tar
3365,It's a shabby-looking graahk fur.,10097,True,36.0,10000.0,90,54.0,Tatty graahk fur.png,Tatty graahk fur
3366,It's a shabby-looking kyatt fur.,10101,True,48.0,10000.0,120,72.0,Tatty kyatt fur.png,Tatty kyatt fur
3367,It's a shabby-looking Larupia fur.,10093,True,24.0,10000.0,60,36.0,Tatty larupia fur.png,Tatty larupia fur
3368,"A red salt, that when burned with other salts provides various benefits.",22593,True,4.0,10000.0,10,6.0,Te salt.png,Te salt
3369,A teacher level wand.,6912,True,800.0,70.0,2000,1200.0,Teacher wand.png,Teacher wand
3370,How does it all fit in there?,8506,True,4.0,500.0,10,6.0,Teak armchair (flatpack).png,Teak armchair (flatpack)
3371,How does it all fit in there?,9860,True,4.0,500.0,10,6.0,Teak armour case (flatpack).png,Teak armour case (flatpack)
3372,How does it all fit in there?,8582,True,4.0,500.0,10,6.0,Teak bed (flatpack).png,Teak bed (flatpack)
3373,Feed and catch the birds by placing this in the right spot.,21521,True,2.0,250.0,5,3.0,Teak bird house.png,Teak bird house
3374,How does it all fit in there?,9844,True,4.0,500.0,10,6.0,Teak cape rack (flatpack).png,Teak cape rack (flatpack)
3375,How does it all fit in there?,8592,True,4.0,500.0,10,6.0,Teak clock (flatpack).png,Teak clock (flatpack)
3376,How does it all fit in there?,8568,True,4.0,500.0,10,6.0,Teak dining bench (flatpack).png,Teak dining bench (flatpack)
3377,How does it all fit in there?,8616,True,4.0,500.0,10,6.0,Teak drawers (flatpack).png,Teak drawers (flatpack)
3378,How does it all fit in there?,8602,True,4.0,500.0,10,6.0,Teak dresser (flatpack).png,Teak dresser (flatpack)
3379,Teak fancy dress box.,9866,True,4.0,500.0,10,6.0,Teak fancy dress box (flatpack).png,Teak fancy dress box (flatpack)
3380,How does it all fit in there?,8532,True,4.0,500.0,10,6.0,Teak kitchen table (flatpack).png,Teak kitchen table (flatpack)
3381,Some well-cut teak logs.,6333,True,12.0,13000.0,30,18.0,Teak logs.png,Teak logs
3382,Teak magic wardrobe.,9854,True,4.0,500.0,10,6.0,Teak magic wardrobe (flatpack).png,Teak magic wardrobe (flatpack)
3383,A plank of fine teak.,8780,True,200.0,13000.0,500,300.0,Teak plank.png,Teak plank
3384,Teak logs prepared with sacred oil for a funeral pyre.,6211,True,40.0,11000.0,100,60.0,Teak pyre logs.png,Teak pyre logs
3385,This sapling is ready to be replanted in a hardwood tree patch.,21477,True,1.0,200.0,1,1.0,Teak sapling.png,Teak sapling
3386,Plant this in a plantpot of soil to grow a sapling.,21486,True,19.0,200.0,48,28.0,Teak seed 5.png,Teak seed
3387,A teak crossbow stock.,9446,True,30.0,10000.0,77,46.0,Teak stock.png,Teak stock
3388,How does it all fit in there?,8554,True,4.0,500.0,10,6.0,Teak table (flatpack).png,Teak table (flatpack)
3389,How does it all fit in there?,9850,True,4.0,500.0,10,6.0,Teak toy box (flatpack).png,Teak toy box (flatpack)
3390,How does it all fit in there?,9863,True,4.0,500.0,10,6.0,Teak treasure chest (flatpack).png,Teak treasure chest (flatpack)
3391,How does it all fit in there?,8618,True,4.0,500.0,10,6.0,Teak wardrobe (flatpack).png,Teak wardrobe (flatpack)
3392,Very stylish!,2924,True,200.0,150.0,500,300.0,Teal boots.png,Teal boots
3393,These will keep my hands warm!,2932,False,200.0,150.0,500,300.0,Teal gloves.png,Teal gloves
3394,A silly pointed hat.,2930,True,200.0,150.0,500,300.0,Teal hat.png,Teal hat
3395,Made by werewolves for werewolves.,2928,True,200.0,150.0,500,300.0,Teal robe bottoms.png,Teal robe bottoms
3396,Some fine werewolf clothing.,2926,True,200.0,150.0,500,300.0,Teal robe top.png,Teal robe top
3397,Ooohhh look at the dirty colours...,20217,False,20.0,4.0,50,30.0,Team cape i.png,Team cape i
3398,Ooohhh look at the dirty colours...,20214,False,20.0,4.0,50,30.0,Team cape x.png,Team cape x
3399,Ooohhh look at the dirty colours...,20211,False,20.0,4.0,50,30.0,Team cape zero.png,Team cape zero
3400,Ooohhh look at the pretty colours...,4315,False,20.0,150.0,50,30.0,Team-1 cape.png,Team-1 cape
3401,Ooohhh look at the pretty colours...,4333,False,20.0,150.0,50,30.0,Team-10 cape.png,Team-10 cape
3402,Ooohhh look at the pretty colours...,4335,False,20.0,150.0,50,30.0,Team-11 cape.png,Team-11 cape
3403,Ooohhh look at the pretty colours...,4337,False,20.0,150.0,50,30.0,Team-12 cape.png,Team-12 cape
3404,Ooohhh look at the pretty colours...,4339,False,20.0,150.0,50,30.0,Team-13 cape.png,Team-13 cape
3405,Ooohhh look at the pretty colours...,4341,False,20.0,150.0,50,30.0,Team-14 cape.png,Team-14 cape
3406,Ooohhh look at the pretty colours...,4343,False,20.0,150.0,50,30.0,Team-15 cape.png,Team-15 cape
3407,Ooohhh look at the pretty colours...,4345,False,20.0,150.0,50,30.0,Team-16 cape.png,Team-16 cape
3408,Ooohhh look at the pretty colours...,4347,False,20.0,150.0,50,30.0,Team-17 cape.png,Team-17 cape
3409,Ooohhh look at the pretty colours...,4349,False,20.0,150.0,50,30.0,Team-18 cape.png,Team-18 cape
3410,Ooohhh look at the pretty colours...,4351,False,20.0,150.0,50,30.0,Team-19 cape.png,Team-19 cape
3411,Ooohhh look at the pretty colours...,4317,False,20.0,150.0,50,30.0,Team-2 cape.png,Team-2 cape
3412,Ooohhh look at the pretty colours...,4353,False,20.0,150.0,50,30.0,Team-20 cape.png,Team-20 cape
3413,Ooohhh look at the pretty colours...,4355,False,20.0,150.0,50,30.0,Team-21 cape.png,Team-21 cape
3414,Ooohhh look at the pretty colours...,4357,False,20.0,150.0,50,30.0,Team-22 cape.png,Team-22 cape
3415,Ooohhh look at the pretty colours...,4359,False,20.0,150.0,50,30.0,Team-23 cape.png,Team-23 cape
3416,Ooohhh look at the pretty colours...,4361,False,20.0,150.0,50,30.0,Team-24 cape.png,Team-24 cape
3417,Ooohhh look at the pretty colours...,4363,False,20.0,150.0,50,30.0,Team-25 cape.png,Team-25 cape
3418,Ooohhh look at the pretty colours...,4365,False,20.0,150.0,50,30.0,Team-26 cape.png,Team-26 cape
3419,Ooohhh look at the pretty colours...,4367,False,20.0,150.0,50,30.0,Team-27 cape.png,Team-27 cape
3420,Ooohhh look at the pretty colours...,4369,False,20.0,150.0,50,30.0,Team-28 cape.png,Team-28 cape
3421,Ooohhh look at the pretty colours...,4371,False,20.0,150.0,50,30.0,Team-29 cape.png,Team-29 cape
3422,Ooohhh look at the pretty colours...,4319,False,20.0,150.0,50,30.0,Team-3 cape.png,Team-3 cape
3423,Ooohhh look at the pretty colours...,4373,False,20.0,150.0,50,30.0,Team-30 cape.png,Team-30 cape
3424,Ooohhh look at the pretty colours...,4375,False,20.0,150.0,50,30.0,Team-31 cape.png,Team-31 cape
3425,Ooohhh look at the pretty colours...,4377,False,20.0,150.0,50,30.0,Team-32 cape.png,Team-32 cape
3426,Ooohhh look at the pretty colours...,4379,False,20.0,150.0,50,30.0,Team-33 cape.png,Team-33 cape
3427,Ooohhh look at the pretty colours...,4381,False,20.0,150.0,50,30.0,Team-34 cape.png,Team-34 cape
3428,Ooohhh look at the pretty colours...,4383,False,20.0,150.0,50,30.0,Team-35 cape.png,Team-35 cape
3429,Ooohhh look at the pretty colours...,4385,False,20.0,150.0,50,30.0,Team-36 cape.png,Team-36 cape
3430,Ooohhh look at the pretty colours...,4387,False,20.0,150.0,50,30.0,Team-37 cape.png,Team-37 cape
3431,Ooohhh look at the pretty colours...,4389,False,20.0,150.0,50,30.0,Team-38 cape.png,Team-38 cape
3432,Ooohhh look at the pretty colours...,4391,False,20.0,150.0,50,30.0,Team-39 cape.png,Team-39 cape
3433,Ooohhh look at the pretty colours...,4321,False,20.0,150.0,50,30.0,Team-4 cape.png,Team-4 cape
3434,Ooohhh look at the pretty colours...,4393,False,20.0,150.0,50,30.0,Team-40 cape.png,Team-40 cape
3435,Ooohhh look at the pretty colours...,4395,False,20.0,150.0,50,30.0,Team-41 cape.png,Team-41 cape
3436,Ooohhh look at the pretty colours...,4397,False,20.0,150.0,50,30.0,Team-42 cape.png,Team-42 cape
3437,Ooohhh look at the pretty colours...,4399,False,20.0,150.0,50,30.0,Team-43 cape.png,Team-43 cape
3438,Ooohhh look at the pretty colours...,4401,False,20.0,150.0,50,30.0,Team-44 cape.png,Team-44 cape
3439,Ooohhh look at the pretty colours...,4403,False,20.0,150.0,50,30.0,Team-45 cape.png,Team-45 cape
3440,Ooohhh look at the pretty colours...,4405,False,20.0,150.0,50,30.0,Team-46 cape.png,Team-46 cape
3441,Ooohhh look at the pretty colours...,4407,False,20.0,150.0,50,30.0,Team-47 cape.png,Team-47 cape
3442,Ooohhh look at the pretty colours...,4409,False,20.0,150.0,50,30.0,Team-48 cape.png,Team-48 cape
3443,Ooohhh look at the pretty colours...,4411,False,20.0,150.0,50,30.0,Team-49 cape.png,Team-49 cape
3444,Ooohhh look at the pretty colours...,4323,False,20.0,150.0,50,30.0,Team-5 cape.png,Team-5 cape
3445,Ooohhh look at the pretty colours...,4413,False,20.0,150.0,50,30.0,Team-50 cape.png,Team-50 cape
3446,Ooohhh look at the pretty colours...,4325,False,20.0,150.0,50,30.0,Team-6 cape.png,Team-6 cape
3447,Ooohhh look at the pretty colours...,4327,False,20.0,150.0,50,30.0,Team-7 cape.png,Team-7 cape
3448,Ooohhh look at the pretty colours...,4329,False,20.0,150.0,50,30.0,Team-8 cape.png,Team-8 cape
3449,Ooohhh look at the pretty colours...,4331,False,20.0,150.0,50,30.0,Team-9 cape.png,Team-9 cape
3450,"Reduces the risk of hand severage when poking large, vicious carnivores.",10029,True,20.0,40.0,50,30.0,Teasing stick.png,Teasing stick
3451,A card which has magical properties.,13658,False,,500.0,100,,Teleport card.png,Teleport card
3452,A teleport to one's own house.,8013,True,1.0,10000.0,1,1.0,Teleport to house (tablet).png,Teleport to house (tablet)
3453,A mighty sceptre used in long forgotten battles.,22552,True,48000.0,8.0,120000,72000.0,Thammaron's sceptre (u).png,Thammaron's sceptre (u)
3454,A wooden pole for use in primitive construction.,6285,True,8.0,100.0,20,12.0,Thatch spar dense.png,Thatch spar dense
3455,A wooden pole for use in primitive construction.,6281,True,4.0,100.0,10,6.0,Thatch spar light.png,Thatch spar light
3456,A wooden pole for use in primitive construction.,6283,True,6.0,100.0,15,9.0,Thatch spar med.png,Thatch spar med
3457,A good place to store your stolen goods.,23224,True,400.0,8.0,1000,600.0,Thieving bag.png,Thieving bag
3458,"The thin, slimy corpse of a deceased giant snail.",3363,True,2.0,13000.0,5,3.0,Thin snail.png,Thin snail
3459,A succulently slimy slice of sumptuous snail.,3369,True,4.0,6000.0,10,6.0,Thin snail meat.png,Thin snail meat
3460,You can plant this in your garden.,8437,True,2000.0,10000.0,5000,3000.0,Thorny hedge (bagged).png,Thorny hedge (bagged)
3461,Used with a needle to make clothes.,1734,False,1.0,18000.0,1,1.0,Thread.png,Thread
3462,Makes me feel like a Princess.,5525,False,40.0,10000.0,100,60.0,Tiara.png,Tiara
3463,A mould for tiaras.,5523,False,40.0,40.0,100,60.0,Tiara mould.png,Tiara mould
3464,"A hefty beam of timber, perfect for building temples.",8837,True,1.0,13000.0,1,1.0,Timber beam.png,Timber beam
3465,This needs refining.,438,False,1.0,13000.0,3,1.0,Tin ore.png,Tin ore
3466,Useful for lighting a fire.,590,False,1.0,40.0,1,1.0,Tinderbox.png,Tinderbox
3467,It actually smells quite good.,2255,True,1.0,6000.0,2,1.0,Toad batta.png,Toad batta
3468,It actually smells quite good.,2217,True,1.0,6000.0,2,1.0,Toad crunchies.png,Toad crunchies
3469,They're a gnome delicacy apparently.,2152,True,1.0,13000.0,2,1.0,Toad's legs.png,Toad's legs
3470,A useful herb.,2998,True,19.0,13000.0,48,28.0,Toadflax.png,Toadflax
3471,I need another ingredient to finish this Toadflax potion.,3002,True,19.0,10000.0,48,28.0,Toadflax potion (unf).png,Toadflax potion (unf)
3472,A toadflax seed - plant in a herb patch.,5296,True,4.0,600.0,10,6.0,Toadflax seed 5.png,Toadflax seed
3473,A spiked shield of obsidian.,6524,True,18000.0,70.0,45000,27000.0,Toktz-ket-xil.png,Toktz-ket-xil
3474,A staff of obsidian.,6526,True,14000.0,70.0,35000,21000.0,Toktz-mej-tal.png,Toktz-mej-tal
3475,A razor sharp sword of obsidian.,6523,True,16000.0,70.0,40000,24000.0,Toktz-xil-ak.png,Toktz-xil-ak
3476,A large knife of obsidian.,6525,True,10000.0,70.0,25000,15000.0,Toktz-xil-ek.png,Toktz-xil-ek
3477,A razor sharp ring of obsidian.,6522,True,100.0,11000.0,250,150.0,Toktz-xil-ul.png,Toktz-xil-ul
3478,This would make good ketchup.,1982,False,1.0,13000.0,4,2.0,Tomato.png,Tomato
3479,A tomato seed - plant in an allotment.,5322,True,1.0,600.0,4,2.0,Tomato seed 5.png,Tomato seed
3480,A fruit basket filled with tomatoes.,5968,True,1.0,600.0,1,1.0,Tomatoes(5).png,Tomatoes(5)
3481,An ancient tome containing the secrets of fire magic.,20716,True,8000.0,15.0,20000,12000.0,Tome of fire (empty).png,Tome of fire (empty)
3482,An ancient tome containing the secrets of water magic.,25576,True,7800.0,,19500,11700.0,Tome of water (empty).png,Tome of water (empty)
3483,The tooth end of the mysterious Crystal Key. Can you find the other half?,985,True,40.0,11000.0,100,60.0,Tooth half of key.png,Tooth half of key
3484,Aint no rabbits in this hat.,12432,True,720.0,4.0,1800,1080.0,Top hat.png,Top hat
3485,Like a sir.,12434,True,1600.0,4.0,4000,2400.0,Top hat & monocle.png,Top hat & monocle
3486,I wonder if I can get this enchanted.,21114,True,500.0,10000.0,1250,750.0,Topaz amulet.png,Topaz amulet
3487,It needs a string so I can wear it.,21105,True,510.0,10000.0,1275,765.0,Topaz amulet (u).png,Topaz amulet (u)
3488,Red Topaz bolt tips.,9188,True,5.0,11000.0,13,7.0,Topaz bolt tips 5.png,Topaz bolt tips
3489,Topaz tipped Steel crossbow bolts.,9336,True,8.0,11000.0,22,13.0,Topaz bolts 5.png,Topaz bolts
3490,Enchanted Red Topaz tipped Steel Crossbow Bolts.,9239,True,9.0,11000.0,24,14.0,Topaz bolts (e) 5.png,Topaz bolts (e)
3491,I wonder if this is valuable.,21123,True,600.0,10000.0,1500,900.0,Topaz bracelet.png,Topaz bracelet
3492,"Dragon crossbow bolts, tipped with red topaz.",21961,True,280.0,11000.0,700,420.0,Topaz dragon bolts 5.png,Topaz dragon bolts
