examine,id,members,lowalch,limit,value,highalch,icon,name
"A light blue armband, as worn by the Tai Bwo Wannai locals.",6359,True,60.0,150.0,150,90.0,Villager armband (blue).png,Villager armband (blue)
"A brown armband, as worn by the Tai Bwo Wannai locals.",6347,True,60.0,150.0,150,90.0,Villager armband (brown).png,Villager armband (brown)
"A white armband, as worn by the Tai Bwo Wannai locals.",6379,True,60.0,150.0,150,90.0,Villager armband (pink).png,Villager armband (pink)
"A dark blue armband, as worn by the Tai Bwo Wannai locals.",6369,True,60.0,150.0,150,90.0,Villager armband (yellow).png,Villager armband (yellow)
A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6355,True,80.0,150.0,200,120.0,Villager hat (blue).png,Villager hat (blue)
A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6345,True,80.0,150.0,200,120.0,Villager hat (brown).png,Villager hat (brown)
A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6375,True,80.0,150.0,200,120.0,Villager hat (pink).png,Villager hat (pink)
A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6365,True,80.0,150.0,200,120.0,Villager hat (yellow).png,Villager hat (yellow)
A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6353,True,100.0,150.0,250,150.0,Villager robe (blue).png,Villager robe (blue)
A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6343,True,100.0,150.0,250,150.0,Villager robe (brown).png,Villager robe (brown)
A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6373,True,100.0,150.0,250,150.0,Villager robe (pink).png,Villager robe (pink)
A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6363,True,100.0,150.0,250,150.0,Villager robe (yellow).png,Villager robe (yellow)
A brightly coloured pair of local sandals.,6357,True,40.0,150.0,100,60.0,Villager sandals (blue).png,Villager sandals (blue)
A brightly coloured pair of local sandals.,6349,True,40.0,150.0,100,60.0,Villager sandals (brown).png,Villager sandals (brown)
A brightly coloured pair of local sandals.,6377,True,40.0,150.0,100,60.0,Villager sandals (pink).png,Villager sandals (pink)
A brightly coloured pair of local sandals.,6367,True,40.0,150.0,100,60.0,Villager sandals (yellow).png,Villager sandals (yellow)
An absolutely clear spirit.,2015,True,2.0,13000.0,5,3.0,Vodka.png,Vodka
"An ancient magical orb, corrupted by darkness.",24514,True,1.0,8.0,1,1.0,Volatile orb.png,Volatile orb
One of the ingredients for making ultra compost.,21622,True,80.0,13000.0,200,120.0,Volcanic ash.png,Volcanic ash
How has lava been stored like this...?,12771,True,1.0,4.0,1,1.0,Volcanic whip mix.png,Volcanic whip mix
Dress like the powerful vyrewatch!,9636,True,200.0,150.0,500,300.0,Vyrewatch legs.png,Vyrewatch legs
Dress like the powerful vyrewatch!,9638,True,200.0,150.0,500,300.0,Vyrewatch shoes.png,Vyrewatch shoes
Dress like the powerful vyrewatch!,9634,True,200.0,150.0,500,300.0,Vyrewatch top.png,Vyrewatch top
The blood of the soldier makes the glory of the general.,20232,True,32.0,5.0,80,48.0,War blessing.png,War blessing
Makes a malediction or odium ward more beautiful.,12802,True,600.0,50.0,1500,900.0,Ward upgrade kit.png,Ward upgrade kit
This helmet is worn by warriors.,3753,True,24000.0,70.0,60000,36000.0,Warrior helm.png,Warrior helm
A legendary ring once worn by Fremennik warriors.,6735,True,4000.0,8.0,10000,6000.0,Warrior ring.png,Warrior ring
A teleport to the Yanille Watchtower.,8012,True,1.0,10000.0,1,1.0,Watchtower teleport (tablet).png,Watchtower teleport (tablet)
It's a slightly magical stick.,1395,True,6200.0,18000.0,15500,9300.0,Water battlestaff.png,Water battlestaff
A magic glowing orb.,571,True,120.0,11000.0,300,180.0,Water orb.png,Water orb
One of the 4 basic elemental Runes.,555,False,1.0,50000.0,4,2.0,Water rune.png,Water rune
A mysterious power emanates from the talisman...,1444,False,1.0,11000.0,4,2.0,Water talisman.png,Water talisman
A tiara infused with the properties of water.,5531,False,40.0,40.0,100,60.0,Water tiara.png,Water tiara
A teleport to Waterbirth Island.,24953,True,1.0,10000.0,1,1.0,Waterbirth teleport (tablet).png,Waterbirth teleport (tablet)
This watering can is empty.,5331,True,3.0,40.0,8,4.0,Watering can.png,Watering can
A juicy watermelon.,5982,True,19.0,11000.0,48,28.0,Watermelon.png,Watermelon
A watermelon seed - plant in an allotment.,5321,True,22.0,200.0,56,33.0,Watermelon seed 5.png,Watermelon seed
A slice of watermelon.,5984,True,6.0,11000.0,16,9.0,Watermelon slice.png,Watermelon slice
A completely empty waterskin - you'll need to fill it up.,1831,True,6.0,10000.0,15,9.0,Waterskin(0).png,Waterskin(0)
A full waterskin with four portions of water.,1823,True,12.0,2000.0,30,18.0,Waterskin(4).png,Waterskin(4)
Teleports you to Watson's house in Great Kourend.,23387,True,4.0,10000.0,10,6.0,Watson teleport.png,Watson teleport
For use on daggers and projectiles.,187,True,57.0,2000.0,144,86.0,Weapon poison.png,Weapon poison
"A vial of extra strong weapon poison, for spears and daggers.",5937,True,115.0,2000.0,288,172.0,Weapon poison(+).png,Weapon poison(+)
"A vial of super strong weapon poison, for spears and daggers.",5940,True,172.0,2000.0,432,259.0,Weapon poison(++).png,Weapon poison(++)
A handful of weeds.,6055,True,1.0,600.0,1,1.0,Weeds.png,Weeds
A teleport to West Ardougne.,19623,True,1.0,10000.0,1,1.0,West ardougne teleport (tablet).png,West ardougne teleport (tablet)
A bottle of Draynor Malt.,2017,True,2.0,13000.0,5,3.0,Whisky.png,Whisky
A two handed sword.,6609,True,768.0,125.0,1920,1152.0,White 2h sword.png,White 2h sword
A mostly clean apron.,1005,False,1.0,150.0,2,1.0,White apron.png,White apron
A vicious looking axe.,6589,True,499.0,125.0,1248,748.0,White battleaxe.png,White battleaxe
A small round white bead.,1476,False,1.0,11000.0,4,2.0,White bead.png,White bead
Parlez-vous francais?,2637,True,32.0,4.0,80,48.0,White beret.png,White beret
"Sour berries, used in potions.",239,True,4.0,13000.0,10,6.0,White berries.png,White berries
Stylish!,12313,True,90.0,4.0,225,135.0,White boater.png,White boater
These will protect my feet.,6619,True,230.0,125.0,576,345.0,White boots.png,White boots
All for one and one for all!,12321,True,80.0,4.0,200,120.0,White cavalier.png,White cavalier
A series of connected metal rings.,6615,True,576.0,125.0,1440,864.0,White chainbody.png,White chainbody
A set of fighting claws.,6587,True,144.0,125.0,360,216.0,White claws.png,White claws
A vicious white dagger.,6591,True,96.0,125.0,240,144.0,White dagger.png,White dagger
This dagger is poisoned.,6593,True,96.0,125.0,240,144.0,White dagger(p).png,White dagger(p)
This dagger is poisoned.,6595,True,96.0,125.0,240,144.0,White dagger(p+).png,White dagger(p+)
This dagger is poisoned.,6597,True,96.0,125.0,240,144.0,White dagger(p++).png,White dagger(p++)
Paints things white!,12763,True,1.0,4.0,1,1.0,White dark bow paint.png,White dark bow paint
A well made elegant ladies' white blouse.,10420,True,800.0,4.0,2000,1200.0,White elegant blouse.png,White elegant blouse
A rather elegant white skirt.,10422,True,800.0,4.0,2000,1200.0,White elegant skirt.png,White elegant skirt
Makes firelighting a lot easier.,10327,True,6.0,250.0,15,9.0,White firelighter.png,White firelighter
A posy of flowers.,2474,True,40.0,150.0,100,60.0,White flowers.png,White flowers
A full face helmet.,6623,True,422.0,125.0,1056,633.0,White full helm.png,White full helm
These will keep my hands warm!,6629,True,2.0,125.0,6,3.0,White gloves.png,White gloves
A white halberd.,6599,True,768.0,125.0,1920,1152.0,White halberd.png,White halberd
A minimalist's hat.,12299,True,16.0,4.0,40,24.0,White headband.png,White headband
A large metal shield.,6633,True,652.0,125.0,1632,979.0,White kiteshield.png,White kiteshield
A fully bloomed White lily.,22932,True,2.0,600.0,5,3.0,White lily.png,White lily
A white lily seed - plant in a flower patch.,22887,True,120.0,600.0,300,180.0,White lily seed 5.png,White lily seed
A razor sharp longsword.,6607,True,384.0,125.0,960,576.0,White longsword.png,White longsword
A spiky mace.,6601,True,172.0,125.0,432,259.0,White mace.png,White mace
A Magical staff.,6603,True,80.0,125.0,200,120.0,White magic staff.png,White magic staff
A medium sized helmet.,6621,True,230.0,125.0,576,345.0,White med helm.png,White med helm
A nice hat from a cracker.,1048,False,1.0,5.0,1,1.0,White partyhat.png,White partyhat
Provides excellent protection.,6617,True,1536.0,125.0,3840,2304.0,White platebody.png,White platebody
"Big, White and heavy looking.",6625,True,768.0,125.0,1920,1152.0,White platelegs.png,White platelegs
"Big, White and heavy looking.",6627,True,768.0,125.0,1920,1152.0,White plateskirt.png,White plateskirt
"A vicious, curved sword.",6611,True,307.0,125.0,768,460.0,White scimitar.png,White scimitar
A medium square shield.,6631,True,460.0,125.0,1152,691.0,White sq shield.png,White sq shield
A razor sharp sword.,6605,True,249.0,125.0,624,374.0,White sword.png,White sword
A white toy horse.,2522,False,40.0,150.0,100,60.0,White toy horsey.png,White toy horsey
Pointy rainbows.,20269,True,400.0,4.0,1000,600.0,White unicorn mask.png,White unicorn mask
I don't think it's intended for joinery.,6613,True,392.0,125.0,980,588.0,White warhammer.png,White warhammer
A whiteberry bush seed - plant in a bush patch.,5105,True,53.0,200.0,133,79.0,Whiteberry seed 5.png,Whiteberry seed
A triumph of man over nature.,7208,True,72.0,10000.0,182,109.0,Wild pie.png,Wild pie
A handful of Wildblood Hops.,6002,True,6.0,11000.0,15,9.0,Wildblood hops.png,Wildblood hops
A Wildblood hop seed - plant in a hops patch.,5311,True,5.0,2000.0,14,8.0,Wildblood seed 5.png,Wildblood seed
"A teleport to near the dark crab fishing spots, in level 33 Wilderness.",24251,True,24.0,,62,37.0,Wilderness crabs teleport.png,Wilderness crabs teleport
Feed and catch the birds by placing this in the right spot.,21518,True,2.0,250.0,5,3.0,Willow bird house.png,Willow bird house
A handy little club made out of willow.,4600,True,240.0,125.0,600,360.0,Willow blackjack.png,Willow blackjack
A defensive blackjack.,6414,True,320.0,125.0,800,480.0,Willow blackjack(d).png,Willow blackjack(d)
An offensive blackjack.,6412,True,320.0,125.0,800,480.0,Willow blackjack(o).png,Willow blackjack(o)
A branch from a willow tree.,5933,True,1.0,11000.0,2,1.0,Willow branch.png,Willow branch
A powerful bow made from willow wood.,10280,False,120.0,8.0,300,180.0,Willow comp bow.png,Willow comp bow
Logs cut from a willow tree.,1519,False,16.0,15000.0,40,24.0,Willow logs.png,Willow logs
A nice sturdy bow made out of willow.,847,False,128.0,18000.0,320,192.0,Willow longbow.png,Willow longbow
An unstrung willow longbow; I need a bowstring for this.,58,True,64.0,10000.0,160,96.0,Willow longbow (u).png,Willow longbow (u)
Willow logs prepared with sacred oil for a funeral pyre.,3442,True,32.0,11000.0,80,48.0,Willow pyre logs.png,Willow pyre logs
The roots of the Willow tree.,6045,True,1.0,11000.0,1,1.0,Willow roots.png,Willow roots
This sapling is ready to be replanted in a tree patch.,5371,True,1.0,200.0,1,1.0,Willow sapling.png,Willow sapling
Plant this in a plantpot of soil to grow a sapling.,5313,True,6.0,200.0,16,9.0,Willow seed 5.png,Willow seed
A solid willow shield.,22254,True,64.0,125.0,160,96.0,Willow shield.png,Willow shield
"A shortbow made out of willow, still effective.",849,False,80.0,18000.0,200,120.0,Willow shortbow.png,Willow shortbow
An unstrung willow shortbow; I need a bowstring for this.,60,True,40.0,10000.0,100,60.0,Willow shortbow (u).png,Willow shortbow (u)
A willow crossbow stock.,9444,True,21.0,10000.0,53,31.0,Willow stock.png,Willow stock
An evil wine for an evil god.,245,False,1.0,11000.0,1,1.0,Wine of zamorak.png,Wine of zamorak
This looks like a strange mix.,2054,True,12.0,2000.0,30,18.0,Wizard blizzard.png,Wizard blizzard
Slightly magical boots.,2579,True,80.0,8.0,200,120.0,Wizard boots.png,Wizard boots
A silly pointed hat.,1017,False,1.0,125.0,2,1.0,Wizard hat.png,Wizard hat
It's got strange bubbles in it.,1907,False,1.0,2000.0,2,1.0,Wizard's mind bomb.png,Wizard's mind bomb
A slightly bluish leaf.,1793,False,1.0,11000.0,1,1.0,Woad leaf 5.png,Woad leaf
A woad seed - plant in a flower patch.,5099,True,4.0,600.0,11,6.0,Woad seed 5.png,Woad seed
Bones of a recently slain wolf.,2859,True,1.0,13000.0,1,1.0,Wolf bones.png,Wolf bones
A very warm wolf cloak.,23410,False,400.0,4.0,1000,600.0,Wolf cloak.png,Wolf cloak
Howwwallll!,23407,True,960.0,4.0,2400,1440.0,Wolf mask.png,Wolf mask
I can make an ogre arrow with these.,2861,True,1.0,7000.0,3,1.0,Wolfbone arrowtips.png,Wolfbone arrowtips
These should make me harder to spot in wooded areas.,10055,True,8.0,150.0,20,12.0,Wood camo legs.png,Wood camo legs
This should make me harder to spot in wooded areas.,10053,True,8.0,150.0,20,12.0,Wood camo top.png,Wood camo top
How does it all fit in there?,8548,True,4.0,500.0,10,6.0,Wood dining table (flatpack).png,Wood dining table (flatpack)
How does it all fit in there?,8576,True,4.0,500.0,10,6.0,Wooden bed (flatpack).png,Wooden bed (flatpack)
How does it all fit in there?,8562,True,4.0,500.0,10,6.0,Wooden bench (flatpack).png,Wooden bench (flatpack)
A wooden cat toy.,10891,True,1.0,15.0,1,1.0,Wooden cat.png,Wooden cat
How does it all fit in there?,8498,True,4.0,500.0,10,6.0,Wooden chair (flatpack).png,Wooden chair (flatpack)
A solid wooden shield.,1171,False,8.0,125.0,20,12.0,Wooden shield.png,Wooden shield
An epic wooden shield with a golden trim.,20166,False,8.0,125.0,20,12.0,Wooden shield (g).png,Wooden shield (g)
Spoooooon!,7433,True,14.0,50.0,35,21.0,Wooden spoon.png,Wooden spoon
A wooden crossbow stock.,9440,True,8.0,10000.0,20,12.0,Wooden stock.png,Wooden stock
I think this came from a sheep.,1737,False,1.0,13000.0,1,1.0,Wool.png,Wool
It actually smells quite good.,2253,True,1.0,6000.0,1,1.0,Worm batta.png,Worm batta
It actually smells quite good.,2205,True,1.0,6000.0,2,1.0,Worm crunchies.png,Worm crunchies
It actually smells quite good.,2191,True,1.0,6000.0,2,1.0,Worm hole.png,Worm hole
"Blue top, very tiny.",5028,True,260.0,150.0,650,390.0,Woven top (blue).png,Woven top (blue)
Far too small to wear.,5024,True,200.0,150.0,500,300.0,Woven top (brown).png,Woven top (brown)
"Yellow top, too small for me.",5026,True,250.0,150.0,625,375.0,Woven top (yellow).png,Woven top (yellow)
Oomlie meat in a palm leaf pouch.  It just needs to be cooked.,2341,True,6.0,15.0,16,9.0,Wrapped oomlie.png,Wrapped oomlie
Used for very high level missile spells.,21880,True,200.0,10000.0,500,300.0,Wrath rune.png,Wrath rune
A mysterious power emanates from the talisman...,22118,True,1.0,11000.0,4,2.0,Wrath talisman.png,Wrath talisman
A tiara infused with the properties of wrath.,22121,True,200.0,40.0,500,300.0,Wrath tiara.png,Wrath tiara
I wonder how Wyrms have bones...,22780,True,64.0,7500.0,160,96.0,Wyrm bones.png,Wyrm bones
Bones of a large flying creature!,6812,True,64.0,7500.0,160,96.0,Wyvern bones.png,Wyvern bones
It looks like this could be attached to a shield somehow.,21637,True,300000.0,5.0,750000,450000.0,Wyvern visage.png,Wyvern visage
"An old scrap of cloth, containing remnants of Xeric's forgotten magicks.",13383,True,1.0,13000.0,3,1.0,Xerician fabric.png,Xerician fabric
The forgotten magicks of Xeric imbue this garment with a little power.,13385,True,24.0,125.0,60,36.0,Xerician hat.png,Xerician hat
The forgotten magicks of Xeric imbue this garment with a little power.,13389,True,28.0,125.0,70,42.0,Xerician robe.png,Xerician robe
The forgotten magicks of Xeric imbue this garment with a little power.,13387,True,32.0,125.0,80,48.0,Xerician top.png,Xerician top
"Thakkrad, of Neitiznot, can cure this.",10818,True,20.0,13000.0,50,30.0,Yak-hide.png,Yak-hide
"Leg protection, made from smelly yak-hide.",10824,True,200.0,70.0,500,300.0,Yak-hide armour (legs).png,Yak-hide armour (legs)
Smelly yak body armour.,10822,True,200.0,70.0,500,300.0,Yak-hide armour (top).png,Yak-hide armour (top)
A handful of Yanillian Hops.,5998,True,2.0,11000.0,7,4.0,Yanillian hops.png,Yanillian hops
A Yanillian hop seed - plant in a hops patch.,5309,True,2.0,2000.0,6,3.0,Yanillian seed 5.png,Yanillian seed
A small round yellow bead.,1472,False,1.0,11000.0,4,2.0,Yellow bead.png,Yellow bead
Very stylish!,2914,True,200.0,150.0,500,300.0,Yellow boots.png,Yellow boots
A thick yellow cape.,1023,False,12.0,150.0,32,19.0,Yellow cape.png,Yellow cape
Paints things yellow!,12761,True,1.0,4.0,1,1.0,Yellow dark bow paint.png,Yellow dark bow paint
A little bottle of yellow dye.,1765,False,2.0,150.0,5,3.0,Yellow dye.png,Yellow dye
A bright yellow feather.,10090,True,5.0,8000.0,13,7.0,Yellow feather.png,Yellow feather
A posy of flowers.,2466,True,40.0,150.0,100,60.0,Yellow flowers.png,Yellow flowers
These will keep my hands warm!,2922,False,200.0,150.0,500,300.0,Yellow gloves.png,Yellow gloves
A silly pointed hat.,2920,True,200.0,150.0,500,300.0,Yellow hat.png,Yellow hat
A nice hat from a cracker.,1040,False,1.0,5.0,1,1.0,Yellow partyhat.png,Yellow partyhat
Made by werewolves for werewolves.,2918,True,200.0,150.0,500,300.0,Yellow robe bottoms.png,Yellow robe bottoms
Some fine werewolf clothing.,2916,True,200.0,150.0,500,300.0,Yellow robe top.png,Yellow robe top
Feed and catch the birds by placing this in the right spot.,22198,True,2.0,250.0,5,3.0,Yew bird house.png,Yew bird house
A powerful bow made from yew wood.,10282,True,720.0,8.0,1800,1080.0,Yew comp bow.png,Yew comp bow
Logs cut from a yew tree.,1515,False,64.0,12000.0,160,96.0,Yew logs.png,Yew logs
A nice sturdy bow made out of yew.,855,True,512.0,18000.0,1280,768.0,Yew longbow.png,Yew longbow
An unstrung yew longbow; I need a bowstring for this.,66,True,256.0,10000.0,640,384.0,Yew longbow (u).png,Yew longbow (u)
